Name,,,,,,,,,,,,,Ticker
VALNEVA,FR0004056851,VLA,Euronext Paris,EUR,2.91,2.91,2.88,2.9,05/12/2017 17:35,CET,55152,159690.84,xpar:VLA
EULER HERMES GROUP,FR0004254035,ELE,Euronext Paris,EUR,121.9,121.9,121.55,121.6,05/12/2017 17:35,CET,54676,6650221.6,xpar:ELE
ALBIOMA,FR0000060402,ABIO,Euronext Paris,EUR,19.66,19.92,19.62,19.81,05/12/2017 17:35,CET,51546,1019302.83,xpar:ABIO
METABOLIC EXPLORER,FR0004177046,METEX,Euronext Paris,EUR,2.26,2.26,2.22,2.22,05/12/2017 17:35,CET,50944,113753.15,xpar:METEX
WENDEL,FR0000121204,MF,Euronext Paris,EUR,141.15,141.6,140.85,141.15,05/12/2017 17:35,CET,50916,7188215.8,xpar:MF
IMERYS,FR0000120859,NK,Euronext Paris,EUR,76.85,77.33,76.55,76.8,05/12/2017 17:35,CET,50843,3906963.38,xpar:NK
SARTORIUS STED BIO,FR0013154002,DIM,Euronext Paris,EUR,60.27,60.31,59.9,60.1,05/12/2017 17:35,CET,49597,2981358.82,xpar:DIM
HUBWOO,FR0004052561,HBW,Euronext Paris,EUR,0.16,0.16,0.16,0.16,18/10/2017 14:14,CET,49400,7904,xpar:HBW
DIRECT ENERGIE,FR0004191674,DIREN,Euronext Paris,EUR,36.94,36.94,36.065,36.425,05/12/2017 17:35,CET,49169,1794989.65,xpar:DIREN
NEXITY,FR0010112524,NXI,Euronext Paris,EUR,50.6,50.88,50.34,50.8,05/12/2017 17:35,CET,47249,2392262.72,xpar:NXI
WORLDLINE,FR0011981968,WLN,Euronext Paris,EUR,41.83,41.85,41.075,41.13,05/12/2017 18:31,CET,46947,1939429.425,xpar:WLN
RIBER,FR0000075954,RIB,Euronext Paris,EUR,3.93,3.94,3.77,3.8,05/12/2017 17:35,CET,45312,173707.91,xpar:RIB
ORPEA,FR0000184798,ORP,Euronext Paris,EUR,100.15,101.35,100.15,101.1,05/12/2017 17:35,CET,45107,4549720.6,xpar:ORP
CERENIS,FR0012616852,CEREN,Euronext Paris,EUR,1.95,1.95,1.89,1.9,05/12/2017 17:35,CET,44908,85558.16,xpar:CEREN
TARKETT,FR0004188670,TKTT,Euronext Paris,EUR,33.01,33.13,32.66,33,05/12/2017 17:35,CET,40871,1345515.93,xpar:TKTT
HAULOTTE GROUP,FR0000066755,PIG,Euronext Paris,EUR,15.6,15.6,15.25,15.4,05/12/2017 17:35,CET,40516,626740.67,xpar:PIG
S.E.B.,FR0000121709,SK,Euronext Paris,EUR,154.55,155.35,153.85,153.85,05/12/2017 17:35,CET,39055,6023399.5,xpar:SK
HERMES INTL,FR0000052292,RMS,Euronext Paris,EUR,436.8,437.8,432.95,437,05/12/2017 17:35,CET,39000,17002761.75,xpar:RMS
FIGEAC AERO,FR0011665280,FGA,Euronext Paris,EUR,15.9,16,15.51,15.74,05/12/2017 17:35,CET,38248,599830.48,xpar:FGA
PRODWAYS,FR0012613610,PWG,Euronext Paris,EUR,4.91,4.91,4.78,4.8,05/12/2017 17:29,CET,37951,183659.83,xpar:PWG
SOPRA STERIA GROUP,FR0000050809,SOP,Euronext Paris,EUR,151.5,152.25,148.9,152.15,05/12/2017 17:35,CET,34516,5214628.5,xpar:SOP
GUILLEMOT,FR0000066722,GUI,Euronext Paris,EUR,4.99,4.99,4.88,4.88,05/12/2017 17:35,CET,33738,165550.69,xpar:GUI
SHOWROOMPRIVE,FR0013006558,SRP,Euronext Paris,EUR,10.01,10.04,9.7,9.77,05/12/2017 17:35,CET,33522,329846.55,xpar:SRP
LISI,FR0000050353,FII,Euronext Paris,EUR,39.495,39.55,39.1,39.42,05/12/2017 17:35,CET,33406,1314480.98,xpar:FII
HSBC HOLDINGS,GB0005405286,HSB,Euronext Paris,EUR,8.33,8.33,8.28,8.28,05/12/2017 17:35,CET,33191,275303.08,xpar:HSB
MBWS,FR0000060873,MBWS,Euronext Paris,EUR,11.74,11.91,11.65,11.7,05/12/2017 17:35,CET,32702,384261.16,xpar:MBWS
POXEL,FR0012432516,POXEL,Euronext Paris,EUR,6.76,6.8,6.7,6.73,05/12/2017 17:35,CET,32491,219089.91,xpar:POXEL
VOLTALIA,FR0011995588,VLTSA,Euronext Paris,EUR,10.9,11,10.85,10.95,05/12/2017 17:35,CET,32450,355142.74,xpar:VLTSA
ROTHSCHILD & CO,FR0000031684,ROTH,Euronext Paris,EUR,31.5,31.625,31.38,31.55,05/12/2017 17:35,CET,31898,1003897.675,xpar:ROTH
CHRISTIAN DIOR,FR0000130403,CDI,Euronext Paris,EUR,300,300.7,298.35,300.05,05/12/2017 17:35,CET,31004,9297659.35,xpar:CDI
IPSOS,FR0000073298,IPS,Euronext Paris,EUR,29.99,30.38,29.99,30.185,05/12/2017 17:35,CET,30383,917796.59,xpar:IPS
GROUPE VIAL,FR0010340406,VIA,Euronext Paris,EUR,0.9,0.92,0.89,0.91,31/01/2014 17:13,CET,27550,24833.5,xpar:VIA
LECTRA,FR0000065484,LSS,Euronext Paris,EUR,23.25,23.79,23.24,23.57,05/12/2017 17:35,CET,26980,632020.27,xpar:LSS
GENERAL ELECTRIC,US3696041033,GNE,Euronext Paris,EUR,15.25,15.25,14.91,15.15,05/12/2017 17:35,CET,26910,406190.59,xpar:GNE
QUANTEL,FR0000038242,QUA,Euronext Paris,EUR,7.24,7.24,6.85,7,05/12/2017 17:35,CET,26346,186312.68,xpar:QUA
INTERPARFUMS,FR0004024222,ITP,Euronext Paris,EUR,33.8,34.5,33.72,34.1,05/12/2017 17:35,CET,26056,890893.5,xpar:ITP
INNELEC MULTIMEDIA,FR0000064297,INN,Euronext Paris,EUR,5.95,6.04,5.48,5.77,05/12/2017 17:37,CET,25573,149525.88,xpar:INN
VICAT,FR0000031775,VCT,Euronext Paris,EUR,68.39,68.5,67.43,67.45,05/12/2017 17:35,CET,25459,1725223.43,xpar:VCT
SAFE ORTHOPAEDICS,FR0012452746,SAFOR,Euronext Paris,EUR,0.54,0.54,0.51,0.53,05/12/2017 17:35,CET,25375,13311.78,xpar:SAFOR
ELECTRO POWER,FR0012650166,EPS,Euronext Paris,EUR,11.45,11.45,10.83,11.18,05/12/2017 17:35,CET,25321,279017.14,xpar:EPS
PARROT,FR0004038263,PARRO,Euronext Paris,EUR,8.5,8.5,8.21,8.3,05/12/2017 17:35,CET,25017,209062.96,xpar:PARRO
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.84,3.86,3.8,3.84,05/12/2017 17:22,CET,24787,94937.95,xpar:CBOT
OL GROUPE,FR0010428771,OLG,Euronext Paris,EUR,3.01,3.03,2.96,2.98,05/12/2017 17:35,CET,23865,71539.27,xpar:OLG
ANTALIS INTERNATIO,FR0013258589,ANTA,Euronext Paris,EUR,1.94,1.96,1.91,1.95,05/12/2017 17:37,CET,23605,45796.93,xpar:ANTA
MERSEN,FR0000039620,MRN,Euronext Paris,EUR,37.5,37.59,37.25,37.47,05/12/2017 17:35,CET,22788,852387.4,xpar:MRN
FERMENTALG,FR0011271600,FALG,Euronext Paris,EUR,3.37,3.44,3.37,3.43,05/12/2017 17:37,CET,22179,75525,xpar:FALG
ZCI LIMITED,BMG9887P1068,CV,Euronext Paris,EUR,0.17,0.2,0.17,0.2,04/08/2015 16:20,CET,21826,3755.94,xpar:CV
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,13.34,13.34,13.15,13.19,05/12/2017 17:35,CET,21294,281462.22,xpar:BIG
HIGH CO,FR0000054231,HCO,Euronext Paris,EUR,4.99,4.99,4.75,4.94,05/12/2017 17:35,CET,20833,101900.39,xpar:HCO
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,23.25,23.35,23.1,23.345,05/12/2017 17:35,CET,20520,476998.35,xpar:CARM
GROUPE FLO,FR0004076891,FLO,Euronext Paris,EUR,0.26,0.26,0.25,0.25,05/12/2017 15:08,CET,19918,4993.5,xpar:FLO
TOUAX,FR0000033003,TOUP,Euronext Paris,EUR,11.82,11.82,11.47,11.5,05/12/2017 17:35,CET,19638,228781.79,xpar:TOUP
SQLI,FR0011289040,SQI,Euronext Paris,EUR,35.4,37.25,35.3,36.92,05/12/2017 17:35,CET,19631,708880.72,xpar:SQI
CELLNOVO,FR0012633360,CLNV,Euronext Paris,EUR,3.03,3.04,2.95,2.99,05/12/2017 17:35,CET,18950,56739.49,xpar:CLNV
EUROPACORP,FR0010490920,ECP,Euronext Paris,EUR,1.12,1.13,1.1,1.1,05/12/2017 17:35,CET,18610,20650.98,xpar:ECP
MEMSCAP REGPT,FR0010298620,MEMS,Euronext Paris,EUR,2.25,2.26,2.2,2.25,05/12/2017 16:40,CET,18313,40852.87,xpar:MEMS
EUROFINS SCIENT.,FR0000038259,ERF,Euronext Paris,EUR,506,507.15,497.5,504.6,05/12/2017 17:35,CET,17828,8967758.1,xpar:ERF
GROUPE GORGE,FR0000062671,GOE,Euronext Paris,EUR,16.41,16.53,15.59,15.96,05/12/2017 17:27,CET,17362,278988.31,xpar:GOE
ALTEN,FR0000071946,ATE,Euronext Paris,EUR,70,70.12,69.35,69.98,05/12/2017 17:35,CET,16838,1175205.13,xpar:ATE
MEDASYS,FR0000052623,MED,Euronext Paris,EUR,0.39,0.39,0.38,0.39,05/12/2017 17:35,CET,16107,6256.13,xpar:MED
ACTIA GROUP,FR0000076655,ATI,Euronext Paris,EUR,7.03,7.09,7,7,05/12/2017 17:35,CET,15858,111493.02,xpar:ATI
MGI COUTIER,FR0000053027,MGIC,Euronext Paris,EUR,33.71,34,33.05,33.09,05/12/2017 17:35,CET,15658,524576.43,xpar:MGIC
GENKYOTEX,FR0011790542,GKTX,"Euronext Paris, Brussels",EUR,1.69,1.7,1.66,1.66,05/12/2017 17:35,CET,15206,25498.49,xpar:GKTX
MEDIAWAN WAR,FR0013128907,MDWBS,Euronext Paris,EUR,0.41,0.41,0.41,0.41,31/10/2017 15:00,CET,15000,6150,xpar:MDWBS
MCPHY ENERGY,FR0011742329,MCPHY,Euronext Paris,EUR,4.88,4.9,4.8,4.83,05/12/2017 17:26,CET,14778,71530.09,xpar:MCPHY
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,39.27,39.79,39.1,39.6,05/12/2017 17:35,CET,14338,564532.69,xpar:BON
BOURBON CORP.,FR0004548873,GBB,Euronext Paris,EUR,6.79,6.79,6.7,6.73,05/12/2017 17:35,CET,14312,96410.29,xpar:GBB
ADOCIA,FR0011184241,ADOC,Euronext Paris,EUR,15,15.08,14.93,14.97,05/12/2017 17:35,CET,14232,213863.92,xpar:ADOC
XILAM ANIMATION,FR0004034072,XIL,Euronext Paris,EUR,37.4,37.73,35.13,36,05/12/2017 17:35,CET,14134,513565.24,xpar:XIL
GENOMIC VISION,FR0011799907,GV,Euronext Paris,EUR,3.35,3.38,3.3,3.33,05/12/2017 17:25,CET,13970,46405.05,xpar:GV
U10,FR0000079147,UDIS,Euronext Paris,EUR,3.45,3.49,3.39,3.45,05/12/2017 17:09,CET,13966,47983.06,xpar:UDIS
LNA SANTE,FR0004170017,LNA,Euronext Paris,EUR,56.61,56.61,55.43,56.25,05/12/2017 17:35,CET,13536,758616.71,xpar:LNA
VILMORIN & CIE,FR0000052516,RIN,Euronext Paris,EUR,80.5,82.5,80.49,82.46,05/12/2017 17:35,CET,13268,1086731.9,xpar:RIN
STENTYS,FR0010949404,STNT,Euronext Paris,EUR,1.77,1.77,1.76,1.76,05/12/2017 17:35,CET,12937,22843.85,xpar:STNT
TRIGANO,FR0005691656,TRI,Euronext Paris,EUR,131.2,131.2,128.1,128.5,05/12/2017 17:35,CET,12832,1654800.6,xpar:TRI
MND,FR0011584549,MND,Euronext Paris,EUR,6.43,6.43,6.32,6.41,05/12/2017 17:35,CET,12788,81372.45,xpar:MND
ORCHESTRA-PREMAMAN,FR0013190410,KAZI,Euronext Paris,EUR,4.42,4.42,4.27,4.35,05/12/2017 16:02,CET,12399,53627.33,xpar:KAZI
KAUFMAN ET BROAD,FR0004007813,KOF,Euronext Paris,EUR,39,39.01,38.7,38.99,05/12/2017 17:35,CET,12219,475624.83,xpar:KOF
VALNEVA PREF,FR0011472943,VLAP,Euronext Paris,EUR,0.03,0.03,0.03,0.03,05/12/2017 16:40,CET,12097,362.91,xpar:VLAP
BENI STABILI,IT0001389631,BNS,Euronext Paris,EUR,0.75,0.76,0.75,0.76,05/12/2017 16:34,CET,11935,9069.45,xpar:BNS
FONCIERE VOLTA,FR0000053944,SPEL,Euronext Paris,EUR,4.16,4.16,4.16,4.16,30/11/2017 11:30,CET,11900,49504,xpar:SPEL
AMPLITUDE SURGICAL,FR0012789667,AMPLI,Euronext Paris,EUR,3.8,3.8,3.75,3.76,05/12/2017 17:29,CET,11819,44596.24,xpar:AMPLI
OENEO,FR0000052680,SBT,Euronext Paris,EUR,9.91,9.93,9.84,9.9,05/12/2017 17:35,CET,11775,116564.71,xpar:SBT
EGIDE,FR0000072373,GID,Euronext Paris,EUR,2.25,2.26,2.21,2.26,05/12/2017 16:47,CET,11220,25163.82,xpar:GID
EOS IMAGING,FR0011191766,EOSI,Euronext Paris,EUR,4.85,4.88,4.8,4.88,05/12/2017 17:35,CET,11023,53417.73,xpar:EOSI
PLAST.VAL LOIRE,FR0013252186,PVL,Euronext Paris,EUR,22.02,22.36,21.85,21.94,05/12/2017 17:35,CET,10987,242127.12,xpar:PVL
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,45,45,44,44.75,05/12/2017 17:35,CET,10766,481336.06,xpar:BLC
DEVOTEAM,FR0000073793,DVT,Euronext Paris,EUR,74.54,74.58,71.75,73.2,05/12/2017 17:35,CET,10512,761168.85,xpar:DVT
AMOEBA,FR0011051598,AMEBA,Euronext Paris,EUR,15.21,15.21,14.75,14.94,05/12/2017 16:53,CET,10308,153655.46,xpar:AMEBA
SWORD GROUP,FR0004180578,SWP,Euronext Paris,EUR,33.4,33.4,33.25,33.3,05/12/2017 17:36,CET,10212,340812.65,xpar:SWP
ARTPRICE COM,FR0000074783,PRC,Euronext Paris,EUR,17.75,17.95,17.45,17.62,05/12/2017 17:35,CET,9939,174674.22,xpar:PRC
GENEURO,CH0308403085,GNRO,Euronext Paris,EUR,5.85,5.88,5.75,5.79,05/12/2017 17:37,CET,9821,57119.11,xpar:GNRO
ABIVAX,FR0012333284,ABVX,Euronext Paris,EUR,8.99,9.12,8.8,8.81,05/12/2017 17:35,CET,9743,86720.32,xpar:ABVX
JACQUET METAL SCE,FR0000033904,JCQ,Euronext Paris,EUR,25.41,25.48,25.3,25.4,05/12/2017 17:35,CET,9726,246927.715,xpar:JCQ
MAISONS FRANCE,FR0004159473,MFC,Euronext Paris,EUR,59.72,60.47,59.6,59.6,05/12/2017 17:35,CET,9674,578819.42,xpar:MFC
ATEME,FR0011992700,ATEME,Euronext Paris,EUR,17.4,17.62,16.86,16.97,05/12/2017 17:35,CET,9371,161265.37,xpar:ATEME
SODITECH,FR0000078321,SEC,Euronext Paris,EUR,1.08,1.08,0.98,0.98,05/12/2017 16:32,CET,9219,9284.62,xpar:SEC
ADC SIIC,BE0974269012,ALDV,Euronext Paris,EUR,0.12,0.12,0.12,0.12,05/12/2017 16:30,CET,9150,1098,xpar:ALDV
KEYRUS,FR0004029411,KEY,Euronext Paris,EUR,5.94,5.94,5.72,5.89,05/12/2017 17:35,CET,9054,53192.53,xpar:KEY
AWOX,FR0011800218,AWOX,Euronext Paris,EUR,2.49,2.5,2.45,2.49,05/12/2017 16:22,CET,8531,21199.13,xpar:AWOX
CS (COMM.SYSTEMES),FR0007317813,SX,Euronext Paris,EUR,5.61,5.65,5.6,5.65,05/12/2017 17:22,CET,8302,46577.23,xpar:SX
AKKA TECHNOLOGIES,FR0004180537,AKA,Euronext Paris,EUR,46.79,47.2,46.51,46.84,05/12/2017 17:35,CET,8034,376757.34,xpar:AKA
MANITOU BF,FR0000038606,MTU,Euronext Paris,EUR,31.49,31.49,31.3,31.47,05/12/2017 17:35,CET,7984,250163.72,xpar:MTU
CRCAM NORD CCI,FR0000185514,CNF,Euronext Paris,EUR,20.91,21,20.53,20.95,05/12/2017 17:35,CET,7185,149738.87,xpar:CNF
A.S.T. GROUPE,FR0000076887,ASP,Euronext Paris,EUR,8.04,8.04,7.78,7.83,05/12/2017 17:35,CET,6888,54412.88,xpar:ASP
FFP,FR0000064784,FFP,Euronext Paris,EUR,98.35,98.35,95,96.1,05/12/2017 17:35,CET,6874,662188.97,xpar:FFP
VIRBAC,FR0000031577,VIRP,Euronext Paris,EUR,106.45,106.45,104.2,104.85,05/12/2017 17:35,CET,6811,714869.75,xpar:VIRP
FIPP,FR0000038184,FIPP,Euronext Paris,EUR,0.23,0.23,0.22,0.22,05/12/2017 17:35,CET,6766,1509.52,xpar:FIPP
GPE GROUP PIZZORNO,FR0010214064,GPE,Euronext Paris,EUR,26.49,26.5,26.22,26.45,05/12/2017 17:35,CET,6600,174340.14,xpar:GPE
GUERBET,FR0000032526,GBT,Euronext Paris,EUR,74.12,75,73.35,75,05/12/2017 17:35,CET,6266,465931.14,xpar:GBT
BUSINESS ET DECIS.,FR0000078958,BND,Euronext Paris,EUR,7.9,7.98,7.9,7.97,05/12/2017 17:01,CET,6246,49390.02,xpar:BND
CONSTELLIUM,NL0010489522,CSTM,Euronext Paris,EUR,8.61,9.19,8.61,9.19,01/12/2017 16:47,CET,6135,55371.76,xpar:CSTM
IT LINK,FR0000072597,ITL,Euronext Paris,EUR,17,17,16.8,17,05/12/2017 17:35,CET,5927,100311.81,xpar:ITL
GROUPE OPEN,FR0004050300,OPN,Euronext Paris,EUR,28.98,29.01,28.71,29,05/12/2017 17:35,CET,5817,168177.05,xpar:OPN
LDC,FR0013204336,LOUP,Euronext Paris,EUR,108.95,109,108.6,108.95,05/12/2017 17:35,CET,5700,619990.7,xpar:LOUP
ESI GROUP,FR0004110310,ESI,Euronext Paris,EUR,42.67,43.05,41.82,42.99,05/12/2017 17:35,CET,5699,242009.47,xpar:ESI
ASSYSTEM,FR0000074148,ASY,Euronext Paris,EUR,31.53,31.54,31.12,31.15,05/12/2017 17:35,CET,5698,178483.31,xpar:ASY
AUBAY,FR0000063737,AUB,Euronext Paris,EUR,33.61,33.94,33.5,33.93,05/12/2017 17:35,CET,5559,187050.57,xpar:AUB
NETGEM,FR0004154060,NTG,Euronext Paris,EUR,2.38,2.39,2.37,2.39,05/12/2017 17:27,CET,5119,12178.72,xpar:NTG
ID LOGISTICS GROUP,FR0010929125,IDL,Euronext Paris,EUR,128.9,128.92,128,128.89,05/12/2017 17:35,CET,5095,652890.29,xpar:IDL
FRANCAISE ENERGIE,FR0013030152,LFDE,Euronext Paris,EUR,20.18,20.2,18.99,19,05/12/2017 17:35,CET,4882,95052.29,xpar:LFDE
LINEDATA SERVICES,FR0004156297,LIN,Euronext Paris,EUR,39.16,39.17,38.99,39.13,05/12/2017 17:35,CET,4863,189745.59,xpar:LIN
DASSAULT AVIATION,FR0000121725,AM,Euronext Paris,EUR,1303.3,1319.4,1298.1,1317.85,05/12/2017 18:02,CET,4857,6376521.42,xpar:AM
ALTAREA,FR0000033219,ALTA,Euronext Paris,EUR,193.1,193.45,192.5,193.2,05/12/2017 18:31,CET,4800,927111.6,xpar:ALTA
VIEL ET COMPAGNIE,FR0000050049,VIL,Euronext Paris,EUR,5.3,5.4,5.29,5.29,05/12/2017 16:58,CET,4784,25348.11,xpar:VIL
TFF GROUP,FR0013295789,TFF,Euronext Paris,EUR,41.45,41.45,41.01,41.01,05/12/2017 17:06,CET,4757,195982.65,xpar:TFF
CRCAM BRIE PIC2CCI,FR0010483768,CRBP2,Euronext Paris,EUR,25.16,25.35,25.11,25.11,05/12/2017 17:35,CET,4569,114999.16,xpar:CRBP2
NATUREX,FR0000054694,NRX,Euronext Paris,EUR,88,88.89,87.95,88.02,05/12/2017 17:35,CET,4532,400553.47,xpar:NRX
GL EVENTS,FR0000066672,GLO,Euronext Paris,EUR,24.94,25,24.73,24.77,05/12/2017 17:35,CET,4324,107607.93,xpar:GLO
SCBSM,FR0006239109,CBSM,Euronext Paris,EUR,7.22,7.22,7.15,7.2,05/12/2017 16:23,CET,4173,29998.97,xpar:CBSM
GROUPE LDLC,FR0000075442,LDL,Euronext Paris,EUR,19.39,20.59,19.39,20.03,05/12/2017 17:35,CET,4064,80735.85,xpar:LDL
GENERIX,FR0010501692,GENX,Euronext Paris,EUR,2.89,2.91,2.87,2.88,05/12/2017 17:08,CET,4040,11660.87,xpar:GENX
BALYO,FR0013258399,BALYO,Euronext Paris,EUR,6.99,6.99,6.86,6.9,05/12/2017 17:35,CET,3905,27077.75,xpar:BALYO
IGE + XAO,FR0000030827,IGE,Euronext Paris,EUR,131.54,132.1,131.54,132.1,05/12/2017 17:29,CET,3896,513236.1,xpar:IGE
LACROIX SA,FR0000066607,LACR,Euronext Paris,EUR,24.64,24.76,24.5,24.76,05/12/2017 17:04,CET,3883,95465.78,xpar:LACR
NEURONES,FR0004050250,NRO,Euronext Paris,EUR,27.99,28,26.4,28,05/12/2017 17:35,CET,3877,105268.43,xpar:NRO
OSE IMMUNO,FR0012127173,OSE,Euronext Paris,EUR,3.6,3.7,3.6,3.62,05/12/2017 17:03,CET,3845,14000.46,xpar:OSE
FONCIERE DES MURS,FR0000060303,FMU,Euronext Paris,EUR,28.35,28.35,28,28.26,05/12/2017 17:35,CET,3633,102777.43,xpar:FMU
SPIR COMMUNICATION,FR0000131732,SPI,Euronext Paris,EUR,3.64,3.64,3.5,3.53,21/02/2017 14:59,CET,3451,12183.56,xpar:SPI
VRANKEN-POMMERY,FR0000062796,VRAP,"Euronext Paris, Brussels",EUR,23.99,24.25,23.99,24.2,05/12/2017 17:06,CET,3180,76573.75,xpar:VRAP
SCHLUMBERGER,AN8068571086,SLB,Euronext Paris,EUR,55,55,53.78,54.99,05/12/2017 17:35,CET,3113,168650.59,xpar:SLB
AFFINE R.E.,FR0000036105,IML,Euronext Paris,EUR,16.91,17,16.66,16.67,05/12/2017 17:35,CET,2987,50331.79,xpar:IML
AXWAY SOFTWARE,FR0011040500,AXW,Euronext Paris,EUR,22.17,22.3,22.04,22.19,05/12/2017 17:35,CET,2945,65314.9,xpar:AXW
TONNA ELECTRONIQUE,FR0000064388,TONN,Euronext Paris,EUR,0.85,0.85,0.85,0.85,04/12/2017 11:31,CET,2904,2468.4,xpar:TONN
SYNERGIE,FR0000032658,SDG,Euronext Paris,EUR,44.22,44.22,43.49,43.71,05/12/2017 17:35,CET,2855,125077.71,xpar:SDG
GROUPE CRIT,FR0000036675,CEN,Euronext Paris,EUR,78.8,80.49,78.47,80.06,05/12/2017 17:35,CET,2786,222124.43,xpar:CEN
ALPES (COMPAGNIE),FR0000053324,CDA,Euronext Paris,EUR,26.87,27.08,26.85,26.85,05/12/2017 17:35,CET,2746,74058.61,xpar:CDA
UNION FIN.FRANCE,FR0000034548,UFF,Euronext Paris,EUR,30.78,30.79,30.5,30.51,05/12/2017 17:35,CET,2636,80640.47,xpar:UFF
OREGE,FR0010609206,OREGE,Euronext Paris,EUR,4.02,4.02,3.86,4,05/12/2017 15:08,CET,2626,10311.43,xpar:OREGE
FIN.ETANG BERRE,FR0000062341,BERR,Euronext Paris,EUR,6.95,6.95,6.95,6.95,21/11/2017 14:38,CET,2403,16700.85,xpar:BERR
PIERRE VACANCES,FR0000073041,VAC,Euronext Paris,EUR,46.01,46.24,45.49,45.68,05/12/2017 17:35,CET,2313,105834.7,xpar:VAC
LYSOGENE,FR0013233475,LYS,Euronext Paris,EUR,4.1,4.1,4.05,4.1,05/12/2017 11:57,CET,2290,9314.85,xpar:LYS
SII,FR0000074122,SII,Euronext Paris,EUR,22.98,22.99,22.56,22.66,05/12/2017 17:29,CET,2245,51346.16,xpar:SII
WAVESTONE,FR0004036036,WAVE,Euronext Paris,EUR,119.25,119.25,117.9,118,05/12/2017 17:35,CET,2151,254366.72,xpar:WAVE
